question_id,source_file,unit_code,unit_name,institution,year,semester,paper_type,question_number,question_text,marks,question_type,difficulty,has_diagram,diagram_file,diagram_description,tags,model_solution,status
1e973b38,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(a),Form the differential equation from the function $y = Ae^{-4x} + Be^{-6x}$,2,derivation,easy,false,,,Differential Equations,,extracted
f4be2d30,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(b),"Find the value of $k$ for which $y = e^{kx}$ is a solution to the differential equations
$y'' + y' - 6y = 0$.",2,calculation,easy,false,,,Differential Equations,,extracted
9d906732,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(c),Solve $\frac{dy}{dx} = \frac{1+y}{2+x}$,2,calculation,easy,false,,,Differential Equations,,extracted
9e4780e0,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(d),Solve the differential equation $\frac{dy}{dx} = \frac{x+3y}{2x}$,4,calculation,medium,false,,,Differential Equations,,extracted
c0fdd62a,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(e),"A manufacturing company has found that the cost $C$ of operating and maintaining the equipment is related to the length $m$ of intervals between overhauls by the equation
$m^2 \frac{dC}{dm} + 2mC = 2$ and $C = 4$ when $m = 2$.
Find the relation between $C$ and $m$.",4,calculation,medium,false,,,"Differential Equations, Cost Analysis",,extracted
4aa03b1d,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(f),Solve the differential equation $(2D^2 + 2D + 1)y = 0$,3,calculation,medium,false,,,Differential Equations,,extracted
728196b7,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(g),"A body of an unknown temperature (S) is placed in a room which is held at a constant temperature of 30 °F. If after 10 minutes the temperature of the body is 0°F and after 20 minutes the temperature of the body is 15°F, find the",6,calculation,medium,false,,,"Differential Equations, Newton's Law of Cooling",,extracted
470e1676,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(g)(i),unknown temperature,6,calculation,medium,false,,,"Differential Equations, Newton's Law of Cooling",,extracted
29879d62,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(g)(ii),temperature of the body after 25 minutes,1,calculation,easy,false,,,"Differential Equations, Newton's Law of Cooling",,extracted
46b33211,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q1(h),"Use the method of undetermined coefficients to solve
$y'' - y' - 2y = 4x^2 - 12x + 41$",6,calculation,medium,false,,,"Differential Equations, Method of Undetermined Coefficients",,extracted
8efa9d05,20210225_080002.jpg,ECU 202,ENGINEERING MATHEMATICS VII - DIFFERENTIAL EQUATIONS,KENYATTA UNIVERSITY,2019,2,End of Semester,Q2(a),Solve $\frac{dy}{dx} = \frac{y^2 + xy^2}{x^2y - x^2}$,3,calculation,medium,false,,,Differential Equations,,extracted
b7b192e5,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q1(a),Define the Gamma function and hence evaluate $\int_0^{\infty} y^2e^{-2y^2} dy$,6,calculation,medium,false,,,"Gamma function, Integration",,extracted
83515ff3,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q1(b),"If $B(x, y) = \frac{\Gamma(x)\Gamma(y)}{\Gamma(x+y)}$, determine $B(2.5,1.5)$",3,calculation,easy,false,,,"Beta function, Gamma function",,extracted
5ee5f3fc,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q1(c),"Given that $F(s) = \frac{1}{3-4s} + \frac{3-2s}{s^2+49}$, determine $f(t)$",5,calculation,medium,false,,,Inverse Laplace Transform,,extracted
84ef29ff,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q1(d),Obtain the value of $P_3(x)$ using Rodrigues' formula,5,derivation,medium,false,,,"Legendre Polynomials, Rodrigues' formula",,extracted
d4262608,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q1(e),"Determine the Fourier series of a periodic function of the voltage from a square wave generator which is of the form $V(t) = \begin{cases} 0, -4 < t < 0 \\ 10, 0 < t < 4 \end{cases}$ with a period of 8m/s",5,calculation,medium,false,,,"Fourier series, Square wave",,extracted
74001a0f,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q1(f),A first-order differential equation involving current $i$ in a series R-L circuit is given by: $\frac{di}{dt} + 5i = \frac{E}{2}$ and $i = 0$ at time $t = 0$. Use Laplace transforms to solve for $i$ when $E = 40e^{-3t}$,6,calculation,medium,false,,,"Laplace Transform, RL Circuit, Differential Equation",,extracted
045dab69,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q2(a),Show that $\sin \theta \frac{d^2y}{d\theta^2} + \cos \theta \frac{dy}{d\theta} + n(n+1) \sin \theta y = 0$ can be transformed into Legendre's equation by means of the substitution $x = \cos \theta$,9,proof,hard,false,,,"Legendre equation, Differential equation",,extracted
fefefc8f,20210225_080016.jpg,ECU 203,ENGINEERING MATHEMATICS III (TRANSFORM METHODS),KENYATTA UNIVERSITY,2019/2020,2,End of Semester,Q2(b),"Determine the half range Fourier sine series to represent $f(t) = t - t^2, 0 < t < 1$",5,calculation,medium,false,,,Fourier sine series,,extracted
44ea4179,20210225_080022.jpg,,,,,,Other,Q3(c),"Using the Beta function, show that $\int_0^2 \sqrt{x(2-x)} dx = \frac{\pi}{2}$",5,proof,medium,false,,,,,extracted
d25cbaf3,20210225_080022.jpg,,,,,,Other,Q3(a),"Determine whether $x = 0$ is an ordinary point, a regular singular point, or an irregular singular point of the differential equation $x^4y'' + (x^2 \sin x)y' + (1-\cos x)y = 0$",4,other,medium,false,,,,,extracted
f61a50ed,20210225_080022.jpg,,,,,,Other,Q3(b),"Given that $F(s) = \frac{6s^2 + 626 + 92}{(s+1)(s^2 + 10s + 21)}$, determine $f(t)$",5,calculation,medium,false,,,,,extracted
08e56180,20210225_080022.jpg,,,,,,Other,Q3(d),Determine the particular polynomial solution to the Legendre's equation $(1-x^2)y'' - 2xy' + 42y = 0$ (series solution not necessary),6,calculation,medium,false,,,,,extracted
51022fbb,20210225_080022.jpg,,,,,,Other,Q4(a),"Use Laplace transforms to solve the differential equation: $y'' - 2y' + 2y = 3e^t \cos t$, given $y(0) = 2$ and $y'(0) = 5$",8,calculation,medium,false,,,Laplace transform,,extracted
4661fd9e,20210225_080022.jpg,,,,,,Other,Q4(b),Define the Laplace transform and hence determine the Laplace transform of the function $f(t) = t(t-1) - \sin 2t + e^{3t}$,5,calculation,medium,false,,,Laplace transform,,extracted
a2c77b38,20210225_080022.jpg,,,,,,Other,Q4(c),"Given that $f_1(x) = \frac{2}{\sqrt{\pi x}} \sin x$ and $f_2(x) = \sqrt{\frac{2}{\pi x}} \cos x$, using the identity; $\frac{d}{dx}[x^{-n}J_n(x)] = -x^{-n}J_{n+1}(x)$",5,proof,hard,false,,,,,extracted
ba6fd9bd,20210225_080022.jpg,,,,,,Other,Q4(d),Show that; $f_2(x) = \sqrt{\frac{2}{\pi x}}[\frac{\sin x}{x}-\cos x]$,7,proof,medium,false,,,,,extracted
56233bb7,20210225_080022.jpg,,,,,,Other,Q5(a),Evaluate the integral $\int_0^\infty u^2e^{-3u} du$,5,calculation,medium,false,,,,,extracted
d6e16d10,20210225_080022.jpg,,,,,,Other,Q5(b),Determine the first four terms in each portion of the series solution around $x_0 = 0$ for the differential equation: $(x^2 + 1)y'' - 4xy' + 6y = 0$,6,calculation,medium,false,,,,,extracted
f2a19f65,20210225_080022.jpg,,,,,,Other,Q5(c),"Obtain the Fourier series expansion of: $f(x) = \begin{cases} -\pi, &-\pi < x < 0 \\ x, & 0 < x < \pi \end{cases}$. Hence deduce that; $\frac{\pi^2}{8} = 1 + \frac{1}{3^2} + \frac{1}{5^2} + ...$",9,calculation,hard,false,,,Fourier series,,extracted
653f8782,20210225_080147.jpg,ECU202,ODE 1,KENYATTA UNIVERSITY,2020,,CAT,1,"State the order, degree and linearity of the differential equation $(\frac{d^3y}{dx^3})^2 + 2(\frac{dy}{dx})^4 = sinx$",3,explanation,easy,false,,,differential equations,,extracted
6f3c3581,20210225_080147.jpg,ECU202,ODE 1,KENYATTA UNIVERSITY,2020,,CAT,2,"Solve the differential equation $y' = 2x^3 - x$, $y(0) = 1$",3,calculation,easy,false,,,differential equations,,extracted
193d2d43,20210225_080147.jpg,ECU202,ODE 1,KENYATTA UNIVERSITY,2020,,CAT,3,"Find the particular solution to the boundary value problem $y'' + 4y = 0$, $y(\frac{\pi}{8}) = 0$, $y'(\frac{\pi}{6}) = 1$ if the general solution to the differential equation is $y(x) = C_1 sin2x + C_2 cos 2x$",6,calculation,medium,false,,,"differential equations, boundary value problem",,extracted
757987eb,20210225_080147.jpg,ECU202,ODE 1,KENYATTA UNIVERSITY,2020,,CAT,4,Solve the differential equation $(x^2y + xy^2)dx = (x^2y + xy^2)dy \rightarrow$,7,calculation,medium,false,,,differential equations,,extracted
1966b20c,20210225_080147.jpg,ECU202,ODE 1,KENYATTA UNIVERSITY,2020,,CAT,5,"Define an exact equations, hence show that the differential equation $(cosx - x sin x + y^2)dx + 2xydy = 0$ is exact.",3,explanation,easy,false,,,exact differential equations,,extracted
c522be8f,20210225_080147.jpg,ECU202,ODE 1,KENYATTA UNIVERSITY,2020,,CAT,6(a),"A radio active material has an initial mass 100mg. After two years it is left to 75mg.
a) Find the amount of the material at any time.",4,calculation,medium,false,,,"radioactive decay, half-life",,extracted
8402dafb,20210225_080147.jpg,ECU202,ODE 1,KENYATTA UNIVERSITY,2020,,CAT,6(b),What is the period of its half-life?,2,calculation,easy,false,,,"radioactive decay, half-life",,extracted
1b9c5786,20210225_080202.jpg,,,,,,Other,a,A mining drill is driven by a shunt DC motor. The motor is rated at 240V and runs at 1000 rev/min at no load. It is required to increase the speed of the drill to 1250rpm while drawing a current of 40A from the mains. The armature resistance and field resistance are 0.25 and 150 $\Omega$ respectively. Determine the resistance to be placed in series with the field so that the motor runs at this new speed. Assume the pole flux to be proportional to the field current and neglect rotational losses.,10,calculation,hard,false,,,"DC motor, Shunt motor, Speed control, Field resistance",,extracted
d08b46a8,20210225_080202.jpg,,,,,,Other,b,Illustrate the effect of armature reaction in a generator and in a motor?,10,explanation,medium,false,,,"Armature reaction, Generator, Motor",,extracted
d1c29589,20210225_080202.jpg,,,,,,Other,c,"The following results were captured for a 50-kVA, 2400:240-V transformer.
Determine the efficiency of the transformer at full-load.",10,calculation,medium,false,,,"Transformer, Efficiency, Open-circuit test, Short-circuit test",,extracted
9cd71bf8,20210225_080208.jpg,,,,,,Other,d,"A dc shunt motor operating at an armature terminal voltage of 125-V is observed to be operating at a speed of 1180 rpm. When the motor is operated unloaded at the same armature terminal voltage but with additional resistance of 5 Ω in series with the shunt field, the motor speed is observed to be 1250 rpm.
i. Calculate the resistance of the series field
ii. Calculate the motor speed which will result if the series resistance is increased from 5 Ω to 15 Ω.",10,calculation,medium,false,,,"DC shunt motor, Motor speed, Series field resistance",,extracted
e7bc75a2,20210225_080208.jpg,,,,,,Other,e,A single-phase transformer has 1000 turns on the primary and 200 turns on the secondary. The no load current is 3A at a power factor of 0.2 lagging. Calculate the primary current and power factor when the secondary current is 280A at a power factor of 0.80 lagging.,10,calculation,medium,false,,,"Transformer, Turns ratio, Primary current, Power factor",,extracted
30b729dd,20210225_080208.jpg,,,,,,Other,f,Derive expression of the induced voltage in the primary and secondary windings of a transformer.,10,derivation,medium,false,,,"Transformer, Induced voltage, Primary winding, Secondary winding",,extracted
26c46c74,20210225_080214.jpg,EEE206,MACHINES I,KENYATTA UNIVERSITY,,,CAT,a,Explain why magnetic field is commonly used in machines instead of electric field.,,explanation,medium,false,,,"magnetic fields, electric fields, machines",,extracted
0afee775,20210225_080214.jpg,EEE206,MACHINES I,KENYATTA UNIVERSITY,,,CAT,b,"Define the following terms:
i. Magnetomotive force
ii. Magnetic field",4,explanation,easy,false,,,"Magnetomotive force, Magnetic field",,extracted
76dbe211,20210225_080214.jpg,EEE206,MACHINES I,KENYATTA UNIVERSITY,,,CAT,c,Derive the expression for reluctance of a medium in terms of dimensions and the properties of the medium.,4,derivation,medium,false,,,"reluctance, magnetic circuit",,extracted
84550661,20210225_080214.jpg,EEE206,MACHINES I,KENYATTA UNIVERSITY,,,CAT,d,"A wooden ring having cross section area of 200mm² and a mean circumference of 900mm has a coil of 500 turns wound uniformly around it. Calculate:
i. The reluctance of the ring
ii. The current required to produce a flux of 1.0uWb in the ring",6,calculation,medium,false,,,"reluctance, magnetic flux, magnetic circuit, Ampere's Law",,extracted
fd01a78a,20210225_080214.jpg,EEE206,MACHINES I,KENYATTA UNIVERSITY,,,CAT,e,"With aid of a well labelled hysteresis diagram, describe coercive force.",4,explanation,medium,true,,Hysteresis diagram,"Hysteresis, coercive force, magnetic material",,extracted
7c27178c,20210225_080218.jpg,,,,,,,f,A magnetic circuit made silicon steel is arranged as below. The material has a uniform cross section area of 300mm². A coil with 1000 turns is wound on the Centre limb. Calculate the current required to produce a flux of 1.0 mWb in the center limb. Assume relative permeability of 1000.,8,calculation,medium,true,dataset/diagrams/20210225_080218_jpg_f_7c27178c.jpg,Arrangment of a magnetic circuit,"magnetic circuit, magnetic flux, reluctance, ampere's law",,extracted
b90a909e,20210225_080326.jpg,ECU202,ODE 1,,2021,,CAT,1,"Define the Wronskian, hence determine if the functions $f_1(x)=x^2$, $f_2(x)=x^3$ and $f_3(x)=x^{-2}$, are linearly independent or not.",5,calculation,medium,false,,,"Wronskian, linear independence",,extracted
d2912326,20210225_080326.jpg,ECU202,ODE 1,,2021,,CAT,2,"If $x^k y^m$ is an integrating factor for $\frac{dy}{dx} = -\frac{y + x^4 y^2}{x}$, find the values of $k$ and $m$.",6,calculation,medium,false,,,integrating factor,,extracted
963969b2,20210225_080326.jpg,ECU202,ODE 1,,2021,,CAT,3,Use the method of undetermined coefficients to solve $y'' - 2y' = 8 e^x \cos x$.,5,calculation,medium,false,,,"undetermined coefficients, differential equations",,extracted
87878729,20210225_080326.jpg,ECU202,ODE 1,,2021,,CAT,4,"Solve $(D^4 + 2D^3 - 7D^2 + 2D + 70)y = 0$, if one of the roots of the characteristics equations is $-3-i.",7,calculation,medium,false,,,"characteristic equation, differential equations",,extracted
d14ed381,20210225_080326.jpg,ECU202,ODE 1,,2021,,CAT,5,"Use the method of variation of parameters to find the general solution to the differential equation $xy'' - (x+1)y' + y = x^2$, given that the fundamental solutions to the homogenous equation are $y_1 = e^x$ and $y_2 = x+1$.",7,calculation,medium,false,,,"variation of parameters, differential equations",,extracted
1650594a,20210225_080336.jpg,EEE 2208,,,,,CAT,Q1,"Differentiate between the following terms:
i. Precision and accuracy
ii. Threshold and resolution",,explanation,easy,false,,,"measurement, accuracy, resolution",,extracted
f28e374c,20210225_080336.jpg,EEE 2208,,,,,CAT,Q2,A Wheatstone bridge requires a change of 7 ohms in the unknown arm of the bridge to produce a change in deflection of 3 mm of the galvanometer. Determine the sensitivity of the bridge.,,calculation,easy,false,,,"Wheatstone bridge, sensitivity",,extracted
02d06da2,20210225_080336.jpg,EEE 2208,,,,,CAT,Q3,A moving coil voltmeter has a uniform scale of 150 divisions. The full scale reading is 100 V and 1/50 of a scale division can be estimated with a fair degree of certainty. Determine the resolution of the instrument.,,calculation,easy,false,,,"voltmeter, resolution",,extracted
59f4f088,20210225_080336.jpg,EEE 2208,,,,,CAT,Q4,The resistor $R_1$ and $R_2$ are connected in parallel. The value of the resistance are $R_1 = 200 \pm 0.20$ and $R_2 = 80 \pm 0.05 \Omega$. Determine the uncertainty in the combined resistance.,,calculation,medium,false,,,"resistance, uncertainty, parallel circuit",,extracted
6e8859a9,20210225_080336.jpg,EEE 2208,,,,,CAT,Q5,A resistor has a nominal value of $100\Omega\pm 1 \%$. A voltage is applied and the power consumed is calculated using the expression $P=E^2/R$. Calculate the percentage expressed uncertainty as measurement of power when the measured value of $E = 100V \pm1\%$.,,calculation,medium,false,,,"power, resistance, voltage, uncertainty",,extracted
60d1baeb,20210225_080336.jpg,EEE 2208,,,,,CAT,Q6,"A moving-coil instrument gives the full-scale deflection of 10 mA when the potential difference across its terminals is 100 mV. Calculate:
i. the shunt resistance for a full-scale deflection corresponding to 100 A.
ii. the series resistance for full scale reading with 1000 V.",,calculation,medium,false,,,"moving coil instrument, shunt resistance, series resistance",,extracted
4028c6e2,20210225_080336.jpg,EEE 2208,,,,,CAT,Q7,"Differentiate between the following terms as applied in electrical measurements:
i. Null type and deflection type instruments.
ii. Active and passive instruments.
iii. Smart and non-smart instruments.",,explanation,medium,false,,,"electrical measurements, instrument types",,extracted
f7850917,20210225_080336.jpg,EEE 2208,,,,,CAT,Q8,"Explain the principle of operation and typical applications of the following transducers:
i. Magnetic reluctance
ii. Hall effect",,explanation,medium,false,,,"transducer, magnetic reluctance, hall effect",,extracted
29c9d36f,20210225_080336.jpg,EEE 2208,,,,,CAT,Q9,"For the bridge circuit below, derive the expressions for determining the unknown resistance $R_x$ and inductance $L_x$. Hence determine these unknown values given that $R_1 = 1200 \Omega$, $R_2 = 700 \Omega$, $R_3 = 300 \Omega$ and $C_1 = 0.5 \mu F$.",,derivation,hard,true,dataset/diagrams/20210225_080336_jpg_Q9_29c9d36f.jpg,Bridge circuit,"bridge circuit, inductance, resistance",,extracted
c5269415,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q1(a),Property: this is a material trait in terms of the kind and magnitude of response to a specific imposed stimulus. All-important properties of solid materials may be grouped into six different categories*. State and define all SIX properties.,12,explanation,medium,false,,,"material properties, stimulus response",,extracted
1974a990,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q1(b)(i),"Define the following terms and include their equations.
Eutectic $L \rightarrow S_1 + S_2$",3,explanation,easy,false,,,"eutectic, phase transformation",,extracted
3b39fc9c,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q1(b)(ii),Eutectoid $S_1 \rightarrow S_2 + S_3$,3,explanation,easy,false,,,"eutectoid, phase transformation",,extracted
1bb41800,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q1(b)(iii),Peritectic $L + S_1 \rightarrow S_2$,3,explanation,easy,false,,,"peritectic, phase transformation",,extracted
61d1af2e,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q1(b)(iv),Fatigue,2,explanation,easy,false,,,"fatigue, material science",,extracted
0a6f055b,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q1(b)(v),Creep,2,explanation,easy,false,,,"creep, material science",,extracted
abf0a7e6,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q1(c),"A cylinder rod of brass originally 14mm in diameter is to be cold worked by drawing. The circular section will be maintained during deformation. A cold-worked tensile strength in excess of 400 MPa and a ductility of at least 11%EL are desired. Furthermore, the final diameter must be 7.5mm. Explain how this may be accomplished.",5,explanation,medium,false,,,"cold working, material deformation, tensile strength, ductility",,extracted
df20cfc7,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q2(a),Give FIVE (5) examples of how materials are dependent of properties.,5,explanation,medium,false,,,material properties,,extracted
81ba8a43,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q2(b),Explain the SIX (6) different classes of materials.,6,explanation,medium,false,,,materials classification,,extracted
ba08a5d1,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q2(c),Describe and outline the different aspects of the iron/steel alloy including its changes when cooled.,5,explanation,medium,false,,,"iron/steel alloy, cooling transformation",,extracted
167b62f4,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q2(d),Discuss the different mechanical properties of materials (include illustrations and equations where appropriate.,4,explanation,medium,false,,,"mechanical properties, stress-strain",,extracted
8032e473,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(a),Define the following terms when describing phase diagrams:,2,explanation,easy,false,,,phase diagram,,extracted
f0c0f57f,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(a)(i),Lever Rule,2,explanation,easy,false,,,"lever rule, phase diagram",,extracted
79f053f0,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(a)(ii),Liquidus line,2,explanation,easy,false,,,"liquidus line, phase diagram",,extracted
855d3384,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(a)(iii),Hypoeutectoid alloy,3,explanation,easy,false,,,"hypoeutectoid, phase diagram",,extracted
215a2125,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(a)(iv),Hypereutectoid alloy,3,explanation,easy,false,,,"hypereutectoid, phase diagram",,extracted
7123829f,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(b),"For a 99.65 wt% Fe-0.35wt% C alloy. At a temperature just below the eutectoid. Using Figure 1, determine the following:",,calculation,medium,true,dataset/diagrams/Biomaterials_____EBM_200_pdf_Q3_b__7123829f.jpg,Fe-C Phase Diagram,"phase diagram, Fe-C system, lever rule",,extracted
ad85eafe,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(b)(i),The compositions of $Fe_3C$ and ferrite ($\alpha$).,3,calculation,medium,true,dataset/diagrams/Biomaterials_____EBM_200_pdf_Q3_b__i__ad85eafe.jpg,Fe-C Phase Diagram,"phase diagram, Fe-C system, composition",,extracted
3db8bea7,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(b)(ii),The amount of cementite (in grams) that forms in 100 g of steel.,3,calculation,medium,true,dataset/diagrams/Biomaterials_____EBM_200_pdf_Q3_b__ii__3db8bea7.jpg,Fe-C Phase Diagram,"phase diagram, Fe-C system, cementite amount",,extracted
205355fe,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q3(b)(iii),The amounts of pearlite and proeutectoid ferrite ($\alpha$) in the 100 g.,4,calculation,medium,true,dataset/diagrams/Biomaterials_____EBM_200_pdf_Q3_b__iii__205355fe.jpg,Fe-C Phase Diagram,"phase diagram, Fe-C system, pearlite amount, proeutectoid ferrite",,extracted
d3320941,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q4(a),Describe how steel is refined from ore. In your explanation define what happens at each stage. Include a diagram in your answer.,5,explanation,medium,false,,,"steel refining, ore processing",,extracted
b426c167,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q4(b),"Discuss the different types of cast iron. (In your answer include the function of each type, advantages and disadvantages of each.",6,explanation,medium,false,,,"cast iron, materials science",,extracted
183fd40a,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q4(c),Describe the THREE (3) different methods used for fabrication of metals.,4,explanation,medium,false,,,metal fabrication,,extracted
4f598483,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q4(d),Discuss the different types of annealing.,5,explanation,medium,false,,,"annealing, heat treatment",,extracted
7d8538c0,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5,Materials science looks at other properties that affect function. Explain each on these properties (include equations where necessary),,explanation,medium,false,,,"materials science, material properties",,extracted
57a1eee0,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5(a),Heat Capacity,3,explanation,medium,false,,,"heat capacity, material properties",,extracted
0aa7641e,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5(b),Ferromagnetic Ceramics,2,explanation,medium,false,,,ferromagnetic ceramics,,extracted
3793b3ad,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5(c),Piezoelectric Materials,2,explanation,medium,false,,,piezoelectric materials,,extracted
f4ada5c7,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5(d),Refraction of light for metals,3,explanation,medium,false,,,"refraction, optical properties",,extracted
3be2a3d5,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5(e),Reflection of light for metals,4,explanation,medium,false,,,"reflection, optical properties",,extracted
77ac95a4,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5(f),Scattering of light in polymers,3,explanation,medium,false,,,"scattering, optical properties, polymers",,extracted
a9845e13,Biomaterials.... EBM 200.pdf,EBM 200,BIOMATERIALS,Kenyatta University,2020,1,End of Semester,Q5(g),Semiconductor Laser application,3,explanation,medium,false,,,"semiconductor laser, applications",,extracted
1e8fa3e7,C programming questions.pdf,,,,,,Assignment,Question 1,"Write a program to carry out addition, division, subtraction, and multiplication of three numbers. The program
should also compute the average of all the numbers.
The program should give the following output assuming the numbers are 40, 20, and 30;
The sum: 40 + 20 + 30 = 90
The product: 40 * 20 * 30 = 2400
The difference: 30 − 20 = 10
The quotient: 40 / 20 = 2
The average of 40, 20, and 30 = (40 + 20 + 30)/3 = 30
Ensure that you are able to explain the working of every statement in your program code.",,other,easy,false,,,,,extracted
